1.362440259241287643e-01,9.723321483604229210e-01,4.242154754896452218e-01
2.708309151345311694e-02,8.921866155422034650e-01,6.875492488500904997e-01
2.791571414208692259e-01,8.815438143668795634e-01,6.299090079568111511e-01
1.615994335825531314e-01,9.513594177290497500e-01,4.742171512602531003e-01
2.186875691355403273e-01,2.777213218950300710e-01,8.864021289465103814e-01
7.721384056510295357e-01,8.403808416737199583e-01,4.182232024530807557e-02
1.635281124324817759e-01,1.824213458762814488e-01,6.673107593514512326e-01
7.613971122367816369e-01,1.295274946430369223e-02,4.857625467944416409e-01
5.522441350166685803e-01,9.357603054047097801e-01,7.532444402790740012e-01
3.206829086018906372e-01,7.083770870617034365e-01,7.537847215633783904e-01
5.906022224992897307e-01,1.822847490621349875e-01,4.806427326252418197e-01
7.896887850843017365e-01,4.838306757423831428e-01,8.569073230295021215e-01
9.554072133671444034e-01,5.785747726178047667e-01,6.286716507785475860e-01
3.547871513793184883e-01,4.493326924363960639e-02,3.817831968529313835e-01
5.519302054768194798e-01,5.015961543846025883e-02,4.264162751998834544e-01
1.236711806930290702e-02,4.261704913022223984e-01,3.993081524545024630e-01
7.680522923805690461e-01,1.853475159477894207e-01,1.471912155712375991e-01
4.943208945478695382e-01,6.405561011904649105e-01,4.153830617463549757e-03
8.485619776894673949e-01,8.806614296106120010e-01,1.823495861325012957e-01
8.285863661326930973e-01,3.905635300306518065e-01,4.066606239732294403e-01
1.234938753572222270e-01,8.194068707074708691e-02,5.890980056947408006e-01
5.695985332419029046e-01,5.718644653165629865e-01,2.300520586405412349e-01
3.335159964905255459e-01,5.580936529313407224e-01,3.097547298277224526e-01
3.070860660445794421e-01,9.207386931271291930e-01,7.115927245800738321e-01
3.273326241882615895e-01,6.750722166736885521e-01,4.950894023863032789e-01
9.355281305844403983e-01,6.782702805503889598e-01,5.366467903524587690e-01
6.474732290234302967e-01,8.009886848233436218e-01,3.580241753848999453e-01
9.972454762608273793e-02,2.937650624189308557e-01,6.104131370729916073e-01
3.368733875927215626e-01,1.580954713613417217e-01,5.122460907337959002e-01
4.248663495662294842e-01,2.766475771934164829e-01,1.309974264865946258e-01
1.675594553755337390e-01,8.793707445048430937e-01,9.424099842512516645e-01
6.106237637127837070e-01,3.836704302922834264e-01,5.899008837196928479e-01
7.576828925516295721e-01,5.940002143039186944e-01,8.714438633671431900e-01
1.869280518990613649e-01,5.041529656773757750e-02,3.164353875331993304e-02
1.378194002019439424e-02,5.442759912683259316e-02,5.296064469256900331e-02
4.863773759770224636e-01,1.832579795244776433e-01,4.543662980193238221e-01
5.473189762954550064e-01,8.825515623420346900e-01,4.304877491863378092e-01
6.284828918691188759e-01,5.734533356248582292e-01,7.683976102384318940e-01
9.805403939973078575e-02,4.011877505886893847e-01,9.091612439731617812e-01
5.642532660990619009e-01,9.395909651553259190e-01,2.646513643227297319e-01
3.602496598556621521e-01,4.975341030059785563e-01,3.376228118161239689e-01
4.623895936034045917e-01,4.794500757663497925e-01,2.854802844086803404e-01
5.628535986704576999e-01,1.130201623154915014e-01,4.821513027850427013e-01
7.304977653638451418e-01,7.244425073634763734e-04,8.623553735619025051e-01
6.682142987858452621e-01,3.565611047028061087e-01,4.086564761537205825e-01
7.739242367009728785e-01,3.543744633667200716e-02,7.366651753100680322e-01
6.233398242615220131e-01,3.018650764874155623e-01,2.392045036402875580e-01
3.857173993797869960e-01,5.111620181367562132e-01,4.618181526679221438e-02
9.062374360040026389e-02,3.631570038199197770e-01,2.306200704853194061e-01
1.209589744404923062e-01,3.191564453332262907e-01,2.092461469024337051e-01
9.318033969435327579e-01,9.779423116470804533e-01,3.438614687221773769e-01
2.455196978617374404e-01,6.867090707643241920e-02,9.437391870602769295e-01
6.088635481319466525e-01,6.926785280709890635e-01,4.112306508211435174e-01
9.978806154917824189e-01,5.635006284716542746e-01,7.417588479369917609e-01
3.902376784935740472e-01,4.735800739371459622e-01,7.406822277779263608e-01
4.780872537366021024e-02,4.286897385828536411e-01,5.212307166626384269e-02
3.518734912369392287e-02,4.848656498234131806e-01,4.013038105993962379e-01
9.340104295622531083e-01,7.308269000358799117e-01,5.730734940411508216e-02
2.536411502330839784e-01,4.781163990021697341e-01,3.449153440684100680e-01
1.721142220806617384e-01,1.515752105663170646e-02,6.868532568612332190e-01
2.043085687133620043e-01,3.542490732098690920e-02,1.717714364737812360e-01
1.586854148819709653e-01,6.690354919941610135e-01,8.872218459572170923e-01
8.997164914624277143e-01,4.245385059997497379e-01,8.278552555193843254e-01
1.796477360766879361e-02,3.274637074986703755e-01,7.196410310319619752e-01
1.133237483963864811e-01,5.383721293019098075e-01,8.467821101457351229e-02
5.413813374904794529e-01,8.276225726453931841e-01,5.480003002698352610e-02
1.496083639738876592e-01,3.513853371687044591e-01,6.426783703279204119e-01
2.009941251410264362e-01,3.078886229090963544e-01,9.021904172440619041e-01
7.966785918698082725e-01,8.098380636220864348e-01,6.847828109801709084e-01
