FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq3,no_checks,6 / 12,,,"0,06","0,00","0,14",,,,,,,"1,20","15,40","22,18","11,08",,,,,,
seq3,no_checks,7 / 12,,,"0,09","0,00","0,16",,,,,,,"1,20","15,23","21,93","10,81",,,,,,
seq3,no_checks,8 / 12,,,"0,09","0,00","0,16",,,,,,,"1,20","15,23","21,92","10,80",,,,,,
seq3,no_checks,9 / 12,,,"0,09","0,00","0,17",,,,,,,"1,20","15,22","21,91","10,79",,,,,,
seq3,no_checks,10 / 12,,,"0,08","0,00","0,17",,,,,,,"1,20","15,22","21,91","10,79",,,,,,
seq3,no_checks,FINAL,,,"0,08","0,00","0,17",,,,,,,"1,20","15,22","21,91","10,79","3,10","1268,01","2,50","2,85","337,00","666,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,24","0,00","1,22",,,,,,,"1,67","28,36","34,03","22,00",,,,,,
seq4,no_checks,1 / 12,,,"0,21","0,00","0,53",,,,,,,"1,67","28,03","33,60","21,67",,,,,,
seq4,no_checks,2 / 12,,,"0,19","0,00","0,49",,,,,,,"1,67","26,91","32,00","20,37",,,,,,
seq4,no_checks,3 / 12,,,"0,19","0,00","0,46",,,,,,,"1,67","26,75","31,78","20,19",,,,,,
seq4,no_checks,4 / 12,,,"0,18","0,00","0,48",,,,,,,"1,67","24,83","29,25","18,08",,,,,,
seq4,no_checks,5 / 12,,,"0,18","0,00","0,48",,,,,,,"1,67","24,78","29,19","18,03",,,,,,
seq4,no_checks,6 / 12,,,"0,20","0,00","0,50",,,,,,,"1,67","24,41","28,75","17,64",,,,,,
seq4,no_checks,7 / 12,,,"0,20","0,00","0,49",,,,,,,"1,67","24,39","28,73","17,62",,,,,,
seq4,no_checks,8 / 12,,,"0,21","0,00","0,49",,,,,,,"1,67","24,38","28,71","17,61",,,,,,
seq4,no_checks,9 / 12,,,"0,22","0,00","0,49",,,,,,,"1,67","24,11","28,39","17,33",,,,,,
seq4,no_checks,10 / 12,,,"0,21","0,00","0,48",,,,,,,"1,67","23,94","28,19","17,15",,,,,,
seq4,no_checks,11 / 12,,,"0,21","0,00","0,48",,,,,,,"1,67","23,87","28,09","17,04",,,,,,
seq4,no_checks,FINAL,,,"0,05","0,00","0,09",,,,,,,"1,67","16,81","19,44","4,66","40,73","1008,99","2,50","3,09","309,00","600,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,09","0,00","0,64",,,,,,,"2,03","31,18","36,80","23,46",,,,,,
seq5,no_checks,1 / 12,,,"0,08","0,00","0,31",,,,,,,"2,03","30,77","36,31","23,03",,,,,,
seq5,no_checks,2 / 12,,,"0,08","0,00","0,32",,,,,,,"2,03","30,77","36,31","23,03",,,,,,
seq5,no_checks,FINAL,,,"0,08","0,00","0,32",,,,,,,"2,03","30,77","36,31","23,03","1,33","1517,33","2,50","2,80","155,00","308,00"
