FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq2,no_checks,3 / 12,,,"0,20","0,00","0,75",,,,,,,"1,81","13,10","15,35","13,05",,,,,,
seq2,no_checks,4 / 12,,,"0,22","0,00","0,51",,,,,,,"1,81","5,27","6,66","5,32",,,,,,
seq2,no_checks,5 / 12,,,"0,17","0,00","0,36",,,,,,,"1,81","12,10","14,91","6,01",,,,,,
seq2,no_checks,6 / 12,,,"0,16","0,00","0,34",,,,,,,"1,81","12,21","15,06","5,91",,,,,,
seq2,no_checks,7 / 12,,,"0,16","0,00","0,34",,,,,,,"1,81","12,27","15,07","5,74",,,,,,
seq2,no_checks,8 / 12,,,"0,15","0,00","0,33",,,,,,,"1,81","12,29","15,06","5,49",,,,,,
seq2,no_checks,9 / 12,,,"0,15","0,00","0,32",,,,,,,"1,81","12,34","15,10","5,35",,,,,,
seq2,no_checks,10 / 12,,,"0,14","0,00","0,31",,,,,,,"1,81","12,51","15,21","5,16",,,,,,
seq2,no_checks,11 / 12,,,"0,14","0,00","0,32",,,,,,,"1,81","12,52","15,24","5,18",,,,,,
seq2,no_checks,FINAL,,,"0,15","0,00","0,30",,,,,,,"1,81","12,55","15,29","5,47","45,50","692,70","1,77","1,98","613,00","1174,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,05","0,00","5,40",,,,,,,"1,94","18,64","24,06","18,36",,,,,,
seq3,no_checks,1 / 12,,,"0,13","0,00","0,71",,,,,,,"1,94","18,38","23,50","18,08",,,,,,
seq3,no_checks,2 / 12,,,"0,20","0,00","0,76",,,,,,,"1,94","16,64","19,87","21,35",,,,,,
seq3,no_checks,3 / 12,,,"0,20","0,00","0,80",,,,,,,"1,94","16,64","19,78","20,25",,,,,,
seq3,no_checks,4 / 12,,,"0,21","0,00","0,83",,,,,,,"1,94","15,68","18,30","14,80",,,,,,
seq3,no_checks,5 / 12,,,"0,21","0,00","0,79",,,,,,,"1,94","15,64","18,23","14,72",,,,,,
seq3,no_checks,6 / 12,,,"0,21","0,00","0,78",,,,,,,"1,94","15,57","18,13","14,62",,,,,,
seq3,no_checks,7 / 12,,,"0,18","0,00","0,73",,,,,,,"1,94","14,22","16,26","13,05",,,,,,
seq3,no_checks,8 / 12,,,"0,17","0,00","0,71",,,,,,,"1,94","14,21","16,24","13,02",,,,,,
seq3,no_checks,9 / 12,,,"0,17","0,00","0,83",,,,,,,"1,94","13,81","15,78","12,60",,,,,,
seq3,no_checks,10 / 12,,,"0,17","0,00","0,69",,,,,,,"1,94","13,79","15,76","12,58",,,,,,
seq3,no_checks,11 / 12,,,"0,17","0,00","0,70",,,,,,,"1,94","13,74","15,72","12,53",,,,,,
seq3,no_checks,FINAL,,,"0,12","0,00","0,36",,,,,,,"1,94","10,66","13,44","8,85","42,78","549,46","1,77","2,11","607,00","1212,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,06","0,01","1,68",,,,,,,"2,08","24,01","27,68","25,45",,,,,,
seq4,no_checks,1 / 12,,,"0,11","0,00","0,56",,,,,,,"2,08","21,53","23,81","21,09",,,,,,
seq4,no_checks,2 / 12,,,"0,20","0,00","0,40",,,,,,,"2,08","14,15","15,05","12,49",,,,,,
seq4,no_checks,3 / 12,,,"0,34","0,00","0,60",,,,,,,"2,08","21,08","23,32","2,28",,,,,,
seq4,no_checks,4 / 12,,,"0,26","0,00","0,55",,,,,,,"2,08","22,17","24,74","4,41",,,,,,
seq4,no_checks,5 / 12,,,"0,28","0,00","0,59",,,,,,,"2,08","22,21","24,78","4,39",,,,,,
seq4,no_checks,6 / 12,,,"0,27","0,00","0,56",,,,,,,"2,08","22,23","24,81","4,40",,,,,,
seq4,no_checks,7 / 12,,,"0,28","0,00","0,57",,,,,,,"2,08","22,25","24,83","4,43",,,,,,
seq4,no_checks,8 / 12,,,"0,25","0,00","0,49",,,,,,,"2,08","22,83","25,45","4,31",,,,,,
seq4,no_checks,9 / 12,,,"0,25","0,00","0,49",,,,,,,"2,08","22,83","25,46","4,31",,,,,,
seq4,no_checks,10 / 12,,,"0,25","0,00","0,51",,,,,,,"2,08","22,84","25,47","4,32",,,,,,
seq4,no_checks,11 / 12,,,"0,25","0,00","0,51",,,,,,,"2,08","22,85","25,48","4,33",,,,,,
seq4,no_checks,FINAL,,,"0,25","0,00","0,51",,,,,,,"2,08","22,85","25,48","4,33","4,82","1096,15","1,77","2,72","480,00","924,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,04","0,00","1,43",,,,,,,"2,14","28,71","32,75","27,24",,,,,,
seq5,no_checks,1 / 12,,,"0,08","0,00","0,65",,,,,,,"2,14","24,18","26,46","21,96",,,,,,
seq5,no_checks,2 / 12,,,"0,09","0,00","0,58",,,,,,,"2,14","24,10","26,36","21,88",,,,,,
seq5,no_checks,3 / 12,,,"0,09","0,00","0,56",,,,,,,"2,14","23,83","26,03","21,61",,,,,,
seq5,no_checks,4 / 12,,,"0,07","0,00","1,31",,,,,,,"2,14","18,00","19,34","15,93",,,,,,
seq5,no_checks,5 / 12,,,"0,06","0,00","0,47",,,,,,,"2,14","15,51","16,74","13,55",,,,,,
seq5,no_checks,6 / 12,,,"0,07","0,00","0,57",,,,,,,"2,14","15,23","16,43","13,23",,,,,,
seq5,no_checks,7 / 12,,,"0,08","0,00","0,67",,,,,,,"2,14","15,11","16,31","13,12",,,,,,
seq5,no_checks,8 / 12,,,"0,09","0,00","0,57",,,,,,,"2,14","14,79","16,01","12,81",,,,,,
seq5,no_checks,9 / 12,,,"0,08","0,00","0,57",,,,,,,"2,14","14,78","16,00","12,80",,,,,,
seq5,no_checks,10 / 12,,,"0,08","0,00","0,60",,,,,,,"2,14","14,72","15,96","12,74",,,,,,
seq5,no_checks,11 / 12,,,"0,08","0,00","0,61",,,,,,,"2,14","14,69","15,95","12,70",,,,,,
seq5,no_checks,FINAL,,,"0,08","0,00","0,63",,,,,,,"2,14","14,68","15,94","12,69","48,88","684,35","1,77","2,27","275,00","528,00"
